Date,Plated,Phage_Strain,Inoculum,Rep,Timepoint,Counts,Dilution,Titer,MannNormal,MannMutant,CountsOn19A,DilutionOn19A,TiterOn19A,Notes,,,,,,,,,,,
20190315,Coculture,28.11,Lo,1,22,132,6,1.32E+09,132,0,NA,NA,NA,,,,,,,,,,,,
20190315,Coculture,28.11,Lo,2,22,60,6,6.00E+08,60,0,NA,NA,NA,,,,,,,,,,,,
20190315,Coculture,28.11,Lo,3,22,167,6,1.67E+09,167,0,NA,NA,NA,,,,,,,,,,,,
20190315,Coculture,28.11,Hi,1,22,318,2,3.18E+05,318,0,NA,NA,NA,"Note that now I'm counting this plate from 28.11 Hi 1 after 24 hours and all the colonies are pink, whereas for the other 28.11 treatments I often wait 2 days and the colonies are a much darker pink with a sort of bullseye look. This also happens to be the bacterial population that is suppressed.",,,,,,,,,,,
20190315,Coculture,28.11,Hi,2,22,138,5,1.38E+08,132,6,NA,NA,NA,,,,,,,,,,,,
20190315,Coculture,28.11,Hi,3,22,151,6,1.51E+09,0,151,NA,NA,NA,,,,,,,,,,,,
20190316,Lysate,cI26,Lo,1,23,31,4,1.55E+08,NA,NA,0,0,0,,,,,,,,,,,,
20190316,Lysate,cI26,Lo,2,23,30,3,1.50E+07,NA,NA,0,0,0,,,,,,,,,,,,
20190316,Lysate,cI26,Lo,3,23,3,5,1.50E+08,NA,NA,2,2,100000,,,,,,,,,,,,
20190316,Lysate,cI26,Hi,1,23,5,4,2.50E+07,NA,NA,0,0,0,,,,,,,,,,,,
20190316,Lysate,cI26,Hi,2,23,6,1,3.00E+04,NA,NA,2,1,10000,,,,,,,,,,,,
20190316,Lysate,cI26,Hi,3,23,7,3,3.50E+06,NA,NA,0,0,0,,,,,,,,,,,,
20190316,Lysate,28.11,Lo,1,23,5,3,2.50E+06,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190316,Lysate,28.11,Lo,2,23,14,2,7.00E+05,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190316,Lysate,28.11,Lo,3,23,11,1,5.50E+04,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190316,Lysate,28.11,Hi,1,23,3,2,1.50E+05,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190316,Lysate,28.11,Hi,2,23,1,5,5.00E+07,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190316,Lysate,28.11,Hi,3,23,0,0,0.00E+00,NA,NA,NA,NA,NA,Hmmm no phage at undiluted. Could it have gone extinct???,,,,,,,,,,,
20190316,Coculture,cI26,Lo,1,23,151,6,1.51E+09,151,0,NA,NA,NA,,,,,,,,,,,,
20190316,Coculture,cI26,Lo,2,23,196,6,1.96E+09,179,17,NA,NA,NA,,,,,,,,,,,,
20190316,Coculture,cI26,Lo,3,23,53,6,5.30E+08,15,38,NA,NA,NA,,,,,,,,,,,,
20190316,Coculture,cI26,Hi,1,23,119,6,1.19E+09,2,117,NA,NA,NA,,,,,,,,,,,,
20190316,Coculture,cI26,Hi,2,23,52,6,5.20E+08,39,13,NA,NA,NA,,,,,,,,,,,,
20190316,Coculture,cI26,Hi,3,23,115,6,1.15E+09,25,90,NA,NA,NA,,,,,,,,,,,,
20190316,Coculture,28.11,Lo,1,23,140,6,1.40E+09,136,4,NA,NA,NA,,,,,,,,,,,,
20190316,Coculture,28.11,Lo,2,23,11,6,1.10E+08,11,0,NA,NA,NA,,,,,,,,,,,,
20190316,Coculture,28.11,Lo,3,23,91,6,9.10E+08,70,21,NA,NA,NA,,,,,,,,,,,,
20190316,Coculture,28.11,Hi,1,23,17,2,1.70E+04,17,0,NA,NA,NA,,,,,,,,,,,,
20190316,Coculture,28.11,Hi,2,23,64,5,6.40E+07,13,51,NA,NA,NA,,,,,,,,,,,,
20190316,Coculture,28.11,Hi,3,23,70,6,7.00E+08,0,70,NA,NA,NA,,,,,,,,,,,,
20190317,Lysate,cI26,Lo,1,24,2,5,1.00E+08,NA,NA,0,0,0,,,,,,,,,,,,
20190317,Lysate,cI26,Lo,2,24,7,4,3.50E+07,NA,NA,0,0,0,,,,,,,,,,,,
20190317,Lysate,cI26,Lo,3,24,6,4,3.00E+07,NA,NA,18,0,9000,,,,,,,,,,,,
20190317,Lysate,cI26,Hi,1,24,8,3,4.00E+06,NA,NA,0,0,0,,,,,,,,,,,,
20190317,Lysate,cI26,Hi,2,24,11,0,5.50E+03,NA,NA,0,0,0,,,,,,,,,,,,
20190317,Lysate,cI26,Hi,3,24,25,2,1.25E+06,NA,NA,0,0,0,,,,,,,,,,,,
20190317,Lysate,28.11,Lo,1,24,4,5,2.00E+08,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190317,Lysate,28.11,Lo,2,24,8,3,4.00E+06,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190317,Lysate,28.11,Lo,3,24,2,3,1.00E+06,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190317,Lysate,28.11,Hi,1,24,17,3,8.50E+06,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190317,Lysate,28.11,Hi,2,24,3,4,1.50E+07,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190317,Lysate,28.11,Hi,3,24,0,0,0.00E+00,NA,NA,NA,NA,NA,"Still no plaques, extinct???",,,,,,,,,,,
20190317,Coculture,cI26,Lo,1,24,84,6,8.40E+08,84,0,NA,NA,NA,,,,,,,,,,,,
20190317,Coculture,cI26,Lo,2,24,186,6,1.86E+09,149,37,NA,NA,NA,,,,,,,,,,,,
20190317,Coculture,cI26,Lo,3,24,42,6,4.20E+08,1,41,NA,NA,NA,,,,,,,,,,,,
20190317,Coculture,cI26,Hi,1,24,170,6,1.70E+09,10,160,NA,NA,NA,,,,,,,,,,,,
20190317,Coculture,cI26,Hi,2,24,117,6,1.17E+09,80,37,NA,NA,NA,,,,,,,,,,,,
20190317,Coculture,cI26,Hi,3,24,119,6,1.19E+09,23,96,NA,NA,NA,,,,,,,,,,,,
20190317,Coculture,28.11,Lo,1,24,138,6,1.38E+09,138,0,NA,NA,NA,,,,,,,,,,,,
20190317,Coculture,28.11,Lo,2,24,37,6,3.70E+08,37,0,NA,NA,NA,,,,,,,,,,,,
20190317,Coculture,28.11,Lo,3,24,94,6,9.40E+08,94,0,NA,NA,NA,,,,,,,,,,,,
20190317,Coculture,28.11,Hi,1,24,41,2,4.10E+04,41,0,NA,NA,NA,,,,,,,,,,,,
20190317,Coculture,28.11,Hi,2,24,16,6,1.60E+08,16,0,NA,NA,NA,,,,,,,,,,,,
20190317,Coculture,28.11,Hi,3,24,102,6,1.02E+09,102,0,NA,NA,NA,,,,,,,,,,,,
20190318,Lysate,cI26,Lo,1,25,14,5,7.00E+08,NA,NA,0,0,0,,,,,,,,,,,,
20190318,Lysate,cI26,Lo,2,25,9,4,4.50E+07,NA,NA,0,0,0,,,,,,,,,,,,
20190318,Lysate,cI26,Lo,3,25,4,3,2.00E+06,NA,NA,2,1,10000,,,,,,,,,,,,
20190318,Lysate,cI26,Hi,1,25,7,2,3.50E+05,NA,NA,0,0,0,,,,,,,,,,,,
20190318,Lysate,cI26,Hi,2,25,4,1,2.00E+04,NA,NA,2,1,10000,,,,,,,,,,,,
20190318,Lysate,cI26,Hi,3,25,3,4,1.50E+07,NA,NA,5,1,25000,,,,,,,,,,,,
20190318,Lysate,28.11,Lo,1,25,5,4,2.50E+07,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190318,Lysate,28.11,Lo,2,25,3,3,1.50E+06,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190318,Lysate,28.11,Lo,3,25,6,4,3.00E+07,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190318,Lysate,28.11,Hi,1,25,4,3,2.00E+06,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190318,Lysate,28.11,Hi,2,25,5,4,2.50E+07,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190318,Lysate,28.11,Hi,3,25,0,0,0.00E+00,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190318,Coculture,cI26,Lo,1,25,65,6,6.50E+08,64,1,NA,NA,NA,,,,,,,,,,,,
20190318,Coculture,cI26,Lo,2,25,173,6,1.73E+09,150,23,NA,NA,NA,,,,,,,,,,,,
20190318,Coculture,cI26,Lo,3,25,111,6,1.11E+09,0,111,NA,NA,NA,,,,,,,,,,,,
20190318,Coculture,cI26,Hi,1,25,108,6,1.08E+09,4,104,NA,NA,NA,,,,,,,,,,,,
20190318,Coculture,cI26,Hi,2,25,115,6,1.15E+09,87,28,NA,NA,NA,,,,,,,,,,,,
20190318,Coculture,cI26,Hi,3,25,36,6,3.60E+08,15,21,NA,NA,NA,,,,,,,,,,,,
20190318,Coculture,28.11,Lo,1,25,110,6,1.10E+09,110,0,NA,NA,NA,,,,,,,,,,,,
20190318,Coculture,28.11,Lo,2,25,59,5,5.90E+07,59,0,NA,NA,NA,,,,,,,,,,,,
20190318,Coculture,28.11,Lo,3,25,71,6,7.10E+08,70,1,NA,NA,NA,,,,,,,,,,,,
20190318,Coculture,28.11,Hi,1,25,193,2,1.93E+05,193,0,NA,NA,NA,,,,,,,,,,,,
20190318,Coculture,28.11,Hi,2,25,45,5,4.50E+07,32,13,NA,NA,NA,,,,,,,,,,,,
20190318,Coculture,28.11,Hi,3,25,165,6,1.65E+09,0,165,NA,NA,NA,,,,,,,,,,,,
20190319,Lysate,cI26,Lo,1,26,10,4,5.00E+07,NA,NA,0,0,0,,,,,,,,,,,,
20190319,Lysate,cI26,Lo,2,26,5,3,2.50E+06,NA,NA,0,0,0,,,,,,,,,,,,
20190319,Lysate,cI26,Lo,3,26,50,2,2.50E+06,NA,NA,2,2,100000,,,,,,,,,,,,
20190319,Lysate,cI26,Hi,1,26,6,2,3.00E+05,NA,NA,0,0,0,,,,,,,,,,,,
20190319,Lysate,cI26,Hi,2,26,0,0,0.00E+00,NA,NA,0,0,0,Nothing where the limit of detection is 500 pfu/mL,,,,,,,,,,,
20190319,Lysate,cI26,Hi,3,26,12,3,6.00E+06,NA,NA,50,0,25000,,,,,,,,,,,,
20190319,Lysate,28.11,Lo,1,26,7,2,3.50E+05,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190319,Lysate,28.11,Lo,2,26,5,4,2.50E+07,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190319,Lysate,28.11,Lo,3,26,10,2,5.00E+05,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190319,Lysate,28.11,Hi,1,26,6,3,3.00E+06,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190319,Lysate,28.11,Hi,2,26,20,4,1.00E+08,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190319,Lysate,28.11,Hi,3,26,0,0,0.00E+00,NA,NA,NA,NA,NA,No phage where limit of detection is 500 pfu/mL,,,,,,,,,,,
20190319,Coculture,cI26,Lo,1,26,162,6,1.62E+09,146,16,NA,NA,NA,,,,,,,,,,,,
20190319,Coculture,cI26,Lo,2,26,188,6,1.88E+09,169,19,NA,NA,NA,,,,,,,,,,,,
20190319,Coculture,cI26,Lo,3,26,149,6,1.49E+09,0,149,NA,NA,NA,,,,,,,,,,,,
20190319,Coculture,cI26,Hi,1,26,171,6,1.71E+09,7,169,NA,NA,NA,,,,,,,,,,,,
20190319,Coculture,cI26,Hi,2,26,170,6,1.70E+09,132,38,NA,NA,NA,,,,,,,,,,,,
20190319,Coculture,cI26,Hi,3,26,83,6,8.30E+08,52,31,NA,NA,NA,,,,,,,,,,,,
20190319,Coculture,28.11,Lo,1,26,158,6,1.58E+09,156,2,NA,NA,NA,,,,,,,,,,,,
20190319,Coculture,28.11,Lo,2,26,174,4,1.74E+07,174,0,NA,NA,NA,,,,,,,,,,,,
20190319,Coculture,28.11,Lo,3,26,125,6,1.25E+09,125,0,NA,NA,NA,,,,,,,,,,,,
20190319,Coculture,28.11,Hi,1,26,20,3,2.00E+05,20,0,NA,NA,NA,,,,,,,,,,,,
20190319,Coculture,28.11,Hi,2,26,60,5,6.00E+07,60,0,NA,NA,NA,,,,,,,,,,,,
20190319,Coculture,28.11,Hi,3,26,157,6,1.57E+09,157,0,NA,NA,NA,,,,,,,,,,,,
20190320,Lysate,cI26,Lo,1,27,9,3,4.50E+06,NA,NA,0,0,0,,,,,,,,,,,,
20190320,Lysate,cI26,Lo,2,27,5,3,2.50E+06,NA,NA,0,0,0,"It looked like there might be one here, well see if it shows up in next day of plating",,,,,,,,,,,
20190320,Lysate,cI26,Lo,3,27,1,3,5.00E+05,NA,NA,3,2,150000,,,,,,,,,,,,
20190320,Lysate,cI26,Hi,1,27,3,3,1.50E+06,NA,NA,0,0,0,,,,,,,,,,,,
20190320,Lysate,cI26,Hi,2,27,7,0,3.50E+03,NA,NA,0,0,0,,,,,,,,,,,,
20190320,Lysate,cI26,Hi,3,27,8,3,4.00E+06,NA,NA,3,1,15000,,,,,,,,,,,,
20190320,Lysate,28.11,Lo,1,27,3,4,1.50E+07,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190320,Lysate,28.11,Lo,2,27,2,1,1.00E+04,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190320,Lysate,28.11,Lo,3,27,4,2,2.00E+05,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190320,Lysate,28.11,Hi,1,27,13,2,6.50E+05,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190320,Lysate,28.11,Hi,2,27,12,5,6.00E+08,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190320,Lysate,28.11,Hi,3,27,0,0,0.00E+00,NA,NA,NA,NA,NA,Still no plaques here,,,,,,,,,,,
20190320,Coculture,cI26,Lo,1,27,141,6,1.41E+09,132,9,NA,NA,NA,,,,,,,,,,,,
20190320,Coculture,cI26,Lo,2,27,188,6,1.88E+09,167,21,NA,NA,NA,,,,,,,,,,,,
20190320,Coculture,cI26,Lo,3,27,108,6,1.08E+09,108,0,NA,NA,NA,,,,,,,,,,,,
20190320,Coculture,cI26,Hi,1,27,185,6,1.85E+09,3,182,NA,NA,NA,,,,,,,,,,,,
20190320,Coculture,cI26,Hi,2,27,177,6,1.77E+09,138,39,NA,NA,NA,,,,,,,,,,,,
20190320,Coculture,cI26,Hi,3,27,132,6,1.32E+09,132,0,NA,NA,NA,,,,,,,,,,,,
20190320,Coculture,28.11,Lo,1,27,146,6,1.46E+09,145,1,NA,NA,NA,,,,,,,,,,,,
20190320,Coculture,28.11,Lo,2,27,77,6,7.70E+08,77,0,NA,NA,NA,,,,,,,,,,,,
20190320,Coculture,28.11,Lo,3,27,143,6,1.43E+09,142,1,NA,NA,NA,,,,,,,,,,,,
20190320,Coculture,28.11,Hi,1,27,549,4,5.49E+07,549,0,NA,NA,NA,"Wow big increase in bacterial titer and the plate looks like lots of big pink colonies and tons of tiny pinprick ones as well. It also looks like a lot of killing on the plate, which I'm surprised to see at such a high dilution, but perhaps its because the colony coverage is so high. There should be 100 fewer phage hitting the plate though, so 5 compared to 500 bacteria...which raises and interesting question",,,,,,,,,,,
20190320,Coculture,28.11,Hi,2,27,47,5,4.70E+07,47,0,NA,NA,NA,,,,,,,,,,,,
20190320,Coculture,28.11,Hi,3,27,174,6,1.74E+09,0,174,NA,NA,NA,,,,,,,,,,,,
20190321,Lysate,cI26,Lo,1,28,20,2,1.00E+06,NA,NA,0,0,0,,,,,,,,,,,,
20190321,Lysate,cI26,Lo,2,28,29,1,1.45E+05,NA,NA,0,0,0,,,,,,,,,,,,
20190321,Lysate,cI26,Lo,3,28,10,2,5.00E+05,NA,NA,7,1,35000,,,,,,,,,,,,
20190321,Lysate,cI26,Hi,1,28,9,3,4.50E+06,NA,NA,2,1,10000,,,,,,,,,,,,
20190321,Lysate,cI26,Hi,2,28,0,0,0.00E+00,NA,NA,0,0,0,Extinct? Would be similar timing to 28.11,,,,,,,,,,,
20190321,Lysate,cI26,Hi,3,28,7,2,3.50E+05,NA,NA,0,0,0,,,,,,,,,,,,
20190321,Lysate,28.11,Lo,1,28,16,2,8.00E+05,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190321,Lysate,28.11,Lo,2,28,1,0,5.00E+02,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190321,Lysate,28.11,Lo,3,28,14,1,7.00E+04,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190321,Lysate,28.11,Hi,1,28,8,3,4.00E+06,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190321,Lysate,28.11,Hi,2,28,5,1,2.50E+04,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190321,Lysate,28.11,Hi,3,28,0,0,0.00E+00,NA,NA,NA,NA,NA,Still extinct?,,,,,,,,,,,
20190321,Coculture,cI26,Lo,1,28,169,6,1.69E+09,162,7,NA,NA,NA,,,,,,,,,,,,
20190321,Coculture,cI26,Lo,2,28,211,6,2.11E+09,199,12,NA,NA,NA,,,,,,,,,,,,
20190321,Coculture,cI26,Lo,3,28,196,6,1.96E+09,195,1,NA,NA,NA,,,,,,,,,,,,
20190321,Coculture,cI26,Hi,1,28,41,6,4.10E+08,0,41,NA,NA,NA,,,,,,,,,,,,
20190321,Coculture,cI26,Hi,2,28,182,6,1.82E+09,117,65,NA,NA,NA,,,,,,,,,,,,
20190321,Coculture,cI26,Hi,3,28,178,6,1.78E+09,178,0,NA,NA,NA,,,,,,,,,,,,
20190321,Coculture,28.11,Lo,1,28,152,6,1.52E+09,152,6,NA,NA,NA,"All these were only incubated one day now and the colonies are larger, suggesting compensatory mutations and increased growth rate?",,,,,,,,,,,
20190321,Coculture,28.11,Lo,2,28,72,6,7.20E+08,72,0,NA,NA,NA,,,,,,,,,,,,
20190321,Coculture,28.11,Lo,3,28,143,6,1.43E+09,143,0,NA,NA,NA,,,,,,,,,,,,
20190321,Coculture,28.11,Hi,1,28,303,5,3.03E+08,303,0,NA,NA,NA,,,,,,,,,,,,
20190321,Coculture,28.11,Hi,2,28,140,6,1.40E+09,0,,NA,NA,NA,,,,,,,,,,,,
20190321,Coculture,28.11,Hi,3,28,168,6,1.68E+09,0,168,NA,NA,NA,,,,,,,,,,,,
20190322,Lysate,cI26,Lo,1,29,17,1,8.50E+04,NA,NA,0,0,0,,,,,,,,,,,,
20190322,Lysate,cI26,Lo,2,29,19,1,9.50E+04,NA,NA,0,0,0,,,,,,,,,,,,
20190322,Lysate,cI26,Lo,3,29,24,0,1.20E+04,NA,NA,8,0,4000,,,,,,,,,,,,
20190322,Lysate,cI26,Hi,1,29,12,3,6.00E+06,NA,NA,3,0,1500,,,,,,,,,,,,
20190322,Lysate,cI26,Hi,2,29,0,0,0.00E+00,NA,NA,0,0,0,Extinct?,,,,,,,,,,,
20190322,Lysate,cI26,Hi,3,29,0,0,0.00E+00,NA,NA,0,0,0,Extinct?,,,,,,,,,,,
20190322,Lysate,28.11,Lo,1,29,7,1,3.50E+04,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190322,Lysate,28.11,Lo,2,29,0,0,0.00E+00,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190322,Lysate,28.11,Lo,3,29,10,0,5.00E+03,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190322,Lysate,28.11,Hi,1,29,12,1,6.00E+04,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190322,Lysate,28.11,Hi,2,29,1,0,5.00E+02,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190322,Lysate,28.11,Hi,3,29,0,0,0.00E+00,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190322,Coculture,cI26,Lo,1,29,166,6,1.66E+09,165,1,NA,NA,NA,,,,,,,,,,,,
20190322,Coculture,cI26,Lo,2,29,188,6,1.88E+09,173,15,NA,NA,NA,,,,,,,,,,,,
20190322,Coculture,cI26,Lo,3,29,208,6,2.08E+09,208,0,NA,NA,NA,,,,,,,,,,,,
20190322,Coculture,cI26,Hi,1,29,184,6,1.84E+09,0,184,NA,NA,NA,,,,,,,,,,,,
20190322,Coculture,cI26,Hi,2,29,183,6,1.83E+09,115,68,NA,NA,NA,,,,,,,,,,,,
20190322,Coculture,cI26,Hi,3,29,198,6,1.98E+09,196,2,NA,NA,NA,,,,,,,,,,,,
20190322,Coculture,28.11,Lo,1,29,159,6,1.59E+09,157,2,NA,NA,NA,,,,,,,,,,,,
20190322,Coculture,28.11,Lo,2,29,79,6,7.90E+08,79,0,NA,NA,NA,,,,,,,,,,,,
20190322,Coculture,28.11,Lo,3,29,113,6,1.13E+09,112,1,NA,NA,NA,,,,,,,,,,,,
20190322,Coculture,28.11,Hi,1,29,15,4,1.50E+06,15,0,NA,NA,NA,,,,,,,,,,,,
20190322,Coculture,28.11,Hi,2,29,91,6,9.10E+08,91,0,NA,NA,NA,,,,,,,,,,,,
20190322,Coculture,28.11,Hi,3,29,141,6,1.41E+09,0,141,NA,NA,NA,,,,,,,,,,,,
20190323,Lysate,cI26,Lo,1,30,2,4,1.00E+07,NA,NA,0,0,0,,,,,,,,,,,,
20190323,Lysate,cI26,Lo,2,30,10,1,5.00E+04,NA,NA,0,0,0,,,,,,,,,,,,
20190323,Lysate,cI26,Lo,3,30,3,1,1.50E+04,NA,NA,32,0,16000,,,,,,,,,,,,
20190323,Lysate,cI26,Hi,1,30,14,3,7.00E+06,NA,NA,2,0,1000,,,,,,,,,,,,
20190323,Lysate,cI26,Hi,2,30,0,0,0.00E+00,NA,NA,0,0,0,,,,,,,,,,,,
20190323,Lysate,cI26,Hi,3,30,0,0,0.00E+00,NA,NA,0,0,0,,,,,,,,,,,,
20190323,Lysate,28.11,Lo,1,30,10,1,5.00E+04,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190323,Lysate,28.11,Lo,2,30,0,0,0.00E+00,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190323,Lysate,28.11,Lo,3,30,5,4,2.50E+07,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190323,Lysate,28.11,Hi,1,30,4,3,2.00E+06,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190323,Lysate,28.11,Hi,2,30,10,0,5.00E+03,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190323,Lysate,28.11,Hi,3,30,0,0,0.00E+00,NA,NA,NA,NA,NA,,,,,,,,,,,,
20190323,Coculture,cI26,Lo,1,30,182,6,1.82E+09,180,2,NA,NA,NA,,,,,,,,,,,,
20190323,Coculture,cI26,Lo,2,30,201,6,2.01E+09,176,25,NA,NA,NA,,,,,,,,,,,,
20190323,Coculture,cI26,Lo,3,30,185,6,1.85E+09,173,12,NA,NA,NA,,,,,,,,,,,,
20190323,Coculture,cI26,Hi,1,30,219,6,2.19E+09,2,217,NA,NA,NA,,,,,,,,,,,,
20190323,Coculture,cI26,Hi,2,30,134,6,1.34E+09,118,16,NA,NA,NA,,,,,,,,,,,,
20190323,Coculture,cI26,Hi,3,30,176,6,1.76E+09,171,5,NA,NA,NA,,,,,,,,,,,,
20190323,Coculture,28.11,Lo,1,30,127,6,1.27E+09,126,1,NA,NA,NA,,,,,,,,,,,,
20190323,Coculture,28.11,Lo,2,30,97,6,9.70E+08,97,0,NA,NA,NA,,,,,,,,,,,,
20190323,Coculture,28.11,Lo,3,30,136,6,1.36E+09,132,4,NA,NA,NA,,,,,,,,,,,,
20190323,Coculture,28.11,Hi,1,30,169,6,1.69E+09,169,0,NA,NA,NA,,,,,,,,,,,,
20190323,Coculture,28.11,Hi,2,30,109,6,1.09E+09,109,0,NA,NA,NA,,,,,,,,,,,,
20190323,Coculture,28.11,Hi,3,30,145,6,1.45E+09,0,145,NA,NA,NA,,,,,,,,,,,,
